departure_city,destination_city,country,date_arrive,arrival_time_difference,arrival_status,airline,airline_type,cleaned_airline
Cologne/Bonn,London,Germany,2024-09-02,31,Delayed,Eurowings,budget,Eurowings
Faro,London,Portugal,2024-09-02,-17,Early,British Airways,premium,British Airways
Florence,London,Italy,2024-09-02,11,Delayed,British Airways,premium,British Airways
Bucharest,London,Romania,2024-09-02,6,Delayed,Tarom,premium,Tarom
Zurich,London,Switzerland,2024-09-02,-2,Early,British Airways,premium,British Airways
San Francisco,London,United States,2024-09-02,-21,Early,United Airlines,premium,United Airlines
Vancouver,London,Canada,2024-09-02,-25,Early,British Airways,premium,British Airways
Doha,London,Qatar,2024-09-02,-4,Early,Qatar Airways,premium,Qatar Airways
Dubai,London,United Arab Emirates,2024-09-02,72,Delayed,British Airways,premium,British Airways
Hamburg,London,Germany,2024-09-02,12,Delayed,Eurowings,budget,Eurowings
Las Vegas,London,United States,2024-09-02,-14,Early,Virgin Atlantic,premium,Virgin Atlantic
Barcelona,London,Spain,2024-09-02,-1,Early,British Airways,premium,British Airways
Budapest,London,Hungary,2024-09-02,10,Delayed,British Airways,premium,British Airways
Riyadh,London,Saudi Arabia,2024-09-02,-10,Early,Saudia,premium,Saudia
Milan,London,Italy,2024-09-02,19,Delayed,British Airways,premium,British Airways
Venice,London,Italy,2024-09-02,105,Delayed,British Airways,premium,British Airways
Vienna,London,Austria,2024-09-02,-16,Early,Austrian,premium,Austrian
Dallas,London,United States,2024-09-02,-416,Early,American Airlines,premium,American Airlines
Dubai,London,United Arab Emirates,2024-09-02,54,Delayed,Emirates,premium,Emirates
San Diego,London,United States,2024-09-02,-17,Early,British Airways,premium,British Airways
Goteborg,London,Sweden,2024-09-02,-9,Early,British Airways,premium,British Airways
Galway,London,Ireland,2024-09-02,20,Delayed,Aer Lingus,premium,Aer Lingus
Abuja,London,Nigeria,2024-09-02,-16,Early,British Airways,premium,British Airways
Duesseldorf,London,Germany,2024-09-02,73,Delayed,British Airways,premium,British Airways
Rome,London,Italy,2024-09-02,-4,Early,British Airways,premium,British Airways
Oslo,London,Norway,2024-09-02,-11,Early,SAS - Scandinavian Airlines,premium,Sas - Scandinavian Airlines
Mumbai,London,India,2024-09-02,3,Delayed,British Airways,premium,British Airways
Dublin,London,Ireland,2024-09-02,57,Delayed,British Airways,premium,British Airways
Frankfurt,London,Germany,2024-09-02,-3,Early,Lufthansa,premium,Lufthansa
Kuwait,London,Kuwait,2024-09-02,-17,Early,Kuwait Airways,premium,Kuwait Airways
Seattle,London,United States,2024-09-02,-16,Early,Delta Air Lines,premium,Delta Air Lines
Luxor,London,Egypt,2024-09-02,21,Delayed,Egyptair,premium,Egyptair
Aberdeen,London,United Kingdom,2024-09-02,56,Delayed,British Airways,premium,British Airways
Copenhagen,London,Denmark,2024-09-02,-4,Early,British Airways,premium,British Airways
Dublin,London,Ireland,2024-09-02,-1,Early,Aer Lingus,premium,Aer Lingus
Madrid,London,Spain,2024-09-02,-15,Early,Iberia,premium,Iberia
Reykjavik,London,Iceland,2024-09-02,1,Delayed,British Airways,premium,British Airways
Jeddah,London,Saudi Arabia,2024-09-02,-8,Early,Saudia,premium,Saudia
Sao Paulo,London,Brazil,2024-09-02,31,Delayed,LATAM Airlines,premium,Latam Airlines
Hamburg,London,Germany,2024-09-02,7,Delayed,British Airways,premium,British Airways
Istanbul,London,Turkey,2024-09-02,109,Delayed,Turkish Airlines,premium,Turkish Airlines
Thessaloniki,London,Greece,2024-09-02,29,Delayed,British Airways,premium,British Airways
Dubai,London,United Arab Emirates,2024-09-02,-17,Early,Emirates,premium,Emirates
Belfast,London,United Kingdom,2024-09-02,32,Delayed,British Airways,premium,British Airways
Glasgow,London,United Kingdom,2024-09-02,3,Delayed,British Airways,premium,British Airways
Helsinki,London,Finland,2024-09-02,-1,Early,Finnair,premium,Finnair
Saint Helier,London,Jersey,2024-09-02,14,Delayed,British Airways,premium,British Airways
Abu Dhabi,London,United Arab Emirates,2024-09-02,-30,Early,Etihad Airways,premium,Etihad Airways
Delhi,London,India,2024-09-02,-34,Early,British Airways,premium,British Airways
Hong Kong,London,Hong Kong,2024-09-02,1,Delayed,Cathay Pacific Airways,premium,Cathay Pacific Airways
Brussels,London,Belgium,2024-09-02,46,Delayed,British Airways,premium,British Airways
Amsterdam,London,Netherlands,2024-09-02,14,Delayed,British Airways,premium,British Airways
Bahrain,London,Bahrain,2024-09-02,-16,Early,Gulf Air,premium,Gulf Air
Abu Dhabi,London,United Arab Emirates,2024-09-02,-33,Early,British Airways,premium,British Airways
Amman,London,Jordan,2024-09-02,-26,Early,Royal Jordanian,premium,Royal Jordanian
Paris,London,France,2024-09-02,-7,Early,British Airways,premium,British Airways
Milan,London,Italy,2024-09-02,13,Delayed,British Airways,premium,British Airways
Athens,London,Greece,2024-09-02,-2,Early,Aegean Airlines,premium,Aegean Airlines
Edinburgh,London,United Kingdom,2024-09-02,10,Delayed,British Airways,premium,British Airways
Marseille,London,France,2024-09-02,-4,Early,British Airways,premium,British Airways
Nice,London,France,2024-09-02,19,Delayed,British Airways,premium,British Airways
Bogota,London,Colombia,2024-09-02,21,Delayed,Avianca,premium,Avianca
Mexico City,London,Mexico,2024-09-02,-14,Early,British Airways,premium,British Airways
Prague,London,Czech Republic,2024-09-02,-5,Early,British Airways,premium,British Airways
Frankfurt,London,Germany,2024-09-02,24,Delayed,British Airways,premium,British Airways
Frankfurt,London,Germany,2024-09-02,1,Delayed,Lufthansa,premium,Lufthansa
Singapore,London,Singapore,2024-09-02,-9,Early,Singapore Airlines,premium,Singapore Airlines
Tirana,London,Albania,2024-09-02,31,Delayed,British Airways,premium,British Airways
Athens,London,Greece,2024-09-02,21,Delayed,British Airways,premium,British Airways
Tokyo,London,Japan,2024-09-02,-18,Early,British Airways,premium,British Airways
Munich,London,Germany,2024-09-02,75,Delayed,Lufthansa,premium,Lufthansa
Las Vegas,London,United States,2024-09-02,66,Delayed,British Airways,premium,British Airways
Tokyo,London,Japan,2024-09-02,33,Delayed,Japan Airlines,premium,Japan Airlines
Dublin,London,Ireland,2024-09-02,5,Delayed,Aer Lingus,premium,Aer Lingus
Lagos,London,Nigeria,2024-09-02,-41,Early,Virgin Atlantic,premium,Virgin Atlantic
Tel Aviv-Yafo,London,Israel,2024-09-02,133,Delayed,El Al,premium,El Al
Mexico City,London,Mexico,2024-09-02,-16,Early,Aeromexico,premium,Aeromexico
Amsterdam,London,Netherlands,2024-09-02,91,Delayed,British Airways,premium,British Airways
Budapest,London,Hungary,2024-09-02,-14,Early,British Airways,premium,British Airways
Copenhagen,London,Denmark,2024-09-02,-9,Early,SAS - Scandinavian Airlines,premium,Sas - Scandinavian Airlines
Los Angeles,London,United States,2024-09-02,66,Delayed,American Airlines,premium,American Airlines
Berlin,London,Germany,2024-09-02,-6,Early,British Airways,premium,British Airways
Mumbai,London,India,2024-09-02,9,Delayed,Virgin Atlantic,premium,Virgin Atlantic
Glasgow,London,United Kingdom,2024-09-02,41,Delayed,British Airways,premium,British Airways
Geneva,London,Switzerland,2024-09-02,27,Delayed,British Airways,premium,British Airways
Dubai,London,United Arab Emirates,2024-09-02,-1,Early,Emirates,premium,Emirates
Palma de Mallorca,London,Spain,2024-09-02,-8,Early,British Airways,premium,British Airways
Amsterdam,London,Netherlands,2024-09-02,128,Delayed,KLM - Royal Dutch Airlines,premium,Klm - Royal Dutch Airlines
Nairobi,London,Kenya,2024-09-02,-21,Early,Kenya Airways,premium,Kenya Airways
Kerkyra,London,Greece,2024-09-02,-28,Early,British Airways,premium,British Airways
Tokyo,London,Japan,2024-09-02,-2,Early,ANA,premium,Ana
Madrid,London,Spain,2024-09-02,-12,Early,Iberia,premium,Iberia
Zagreb,London,Croatia,2024-09-02,6,Delayed,British Airways,premium,British Airways
Zurich,London,Switzerland,2024-09-02,28,Delayed,Swiss International Airlines,premium,Swiss International Airlines
Duesseldorf,London,Germany,2024-09-02,10,Delayed,Eurowings,budget,Eurowings
Faro,London,Portugal,2024-09-02,-27,Early,British Airways,premium,British Airways
Naples,London,Italy,2024-09-02,15,Delayed,British Airways,premium,British Airways
Oslo,London,Norway,2024-09-02,-13,Early,SAS - Scandinavian Airlines,premium,Sas - Scandinavian Airlines
San Francisco,London,United States,2024-09-02,-37,Early,Virgin Atlantic,premium,Virgin Atlantic
Barcelona,London,Spain,2024-09-02,-5,Early,British Airways,premium,British Airways
Taipei,London,Taiwan,2024-09-02,15,Delayed,China Airlines,premium,China Airlines
Paris,London,France,2024-09-02,65,Delayed,Air France,premium,Air France
Paris,London,France,2024-09-02,24,Delayed,British Airways,premium,British Airways
Delhi,London,India,2024-09-02,-13,Early,Virgin Atlantic,premium,Virgin Atlantic
Geneva,London,Switzerland,2024-09-02,-8,Early,Swiss International Airlines,premium,Swiss International Airlines
Kuala Lumpur,London,Malaysia,2024-09-02,-15,Early,Malaysia Airlines,premium,Malaysia Airlines
Edinburgh,London,United Kingdom,2024-09-02,39,Delayed,British Airways,premium,British Airways
Frankfurt,London,Germany,2024-09-02,-1,Early,Lufthansa,premium,Lufthansa
Ljubljana,London,Slovenia,2024-09-02,-4,Early,British Airways,premium,British Airways
Belfast,London,United Kingdom,2024-09-02,-12,Early,British Airways,premium,British Airways
Nice,London,France,2024-09-02,25,Delayed,British Airways,premium,British Airways
Istanbul,London,Turkey,2024-09-02,8,Delayed,British Airways,premium,British Airways
Sofia,London,Bulgaria,2024-09-02,5,Delayed,Bulgaria Air,premium,Bulgaria Air
Casablanca,London,Morocco,2024-09-02,-7,Early,Royal Air Maroc,premium,Royal Air Maroc
Dubai,London,United Arab Emirates,2024-09-02,-13,Early,British Airways,premium,British Airways
Rome,London,Italy,2024-09-02,26,Delayed,British Airways,premium,British Airways
Glasgow,London,United Kingdom,2024-09-02,68,Delayed,British Airways,premium,British Airways
Istanbul,London,Turkey,2024-09-02,61,Delayed,Turkish Airlines,premium,Turkish Airlines
Addis Ababa,London,Ethiopia,2024-09-02,6,Delayed,Ethiopian Airlines,premium,Ethiopian Airlines
Algiers,London,Algeria,2024-09-02,-31,Early,Air Algerie,premium,Air Algerie
Istanbul,London,Turkey,2024-09-02,3,Delayed,Turkish Airlines,premium,Turkish Airlines
Bucharest,London,Romania,2024-09-02,-11,Early,British Airways,premium,British Airways
Stockholm,London,Sweden,2024-09-02,54,Delayed,SAS - Scandinavian Airlines,premium,Sas - Scandinavian Airlines
Brussels,London,Belgium,2024-09-02,3,Delayed,Brussels Airlines,premium,Brussels Airlines
Helsinki,London,Finland,2024-09-02,-24,Early,Finnair,premium,Finnair
Munich,London,Germany,2024-09-02,0,Cancelled,Lufthansa,premium,Lufthansa
Kalamata,London,Greece,2024-09-02,4,Delayed,British Airways,premium,British Airways
Hanoi,London,Vietnam,2024-09-02,-14,Early,Vietnam Airlines,premium,Vietnam Airlines
Inverness,London,United Kingdom,2024-09-02,37,Delayed,British Airways,premium,British Airways
Milan,London,Italy,2024-09-02,-5,Early,British Airways,premium,British Airways
Palma de Mallorca,London,Spain,2024-09-02,10,Delayed,British Airways,premium,British Airways
Thira,London,Greece,2024-09-02,8,Delayed,British Airways,premium,British Airways
Los Angeles,London,United States,2024-09-02,-18,Early,Virgin Atlantic,premium,Virgin Atlantic
Madrid,London,Spain,2024-09-02,-2,Early,Iberia,premium,Iberia
Venice,London,Italy,2024-09-02,38,Delayed,British Airways,premium,British Airways
Dublin,London,Ireland,2024-09-02,-5,Early,Aer Lingus,premium,Aer Lingus
Seoul,London,South Korea,2024-09-02,2,Delayed,Korean Air,premium,Korean Air
Warsaw,London,Poland,2024-09-02,13,Delayed,LOT Polish Airlines,premium,Lot Polish Airlines
Athens,London,Greece,2024-09-02,24,Delayed,British Airways,premium,British Airways
Newcastle,London,United Kingdom,2024-09-02,-1,Early,British Airways,premium,British Airways
Jeddah,London,Saudi Arabia,2024-09-02,-24,Early,Saudia,premium,Saudia
Amsterdam,London,Netherlands,2024-09-02,44,Delayed,KLM - Royal Dutch Airlines,premium,Klm - Royal Dutch Airlines
Copenhagen,London,Denmark,2024-09-02,0,Cancelled,British Airways,premium,British Airways
Larnaca,London,Cyprus,2024-09-02,-8,Early,British Airways,premium,British Airways
Cork,London,Ireland,2024-09-02,-14,Early,Aer Lingus,premium,Aer Lingus
Frankfurt,London,Germany,2024-09-02,-4,Early,Lufthansa,premium,Lufthansa
Glasgow,London,United Kingdom,2024-09-02,6,Delayed,British Airways,premium,British Airways
Copenhagen,London,Denmark,2024-09-02,-14,Early,SAS - Scandinavian Airlines,premium,Sas - Scandinavian Airlines
Lisbon,London,Portugal,2024-09-02,21,Delayed,TAP Portugal,premium,Tap Portugal
Beijing,London,China,2024-09-02,36,Delayed,Air China,premium,Air China
Orkney,London,United Kingdom,2024-09-02,87,Delayed,Loganair,budget,Loganair
Billund,London,Denmark,2024-09-02,-22,Early,British Airways,premium,British Airways
Edinburgh,London,United Kingdom,2024-09-02,11,Delayed,British Airways,premium,British Airways
Manchester,London,United Kingdom,2024-09-02,36,Delayed,British Airways,premium,British Airways
Shanghai,London,China,2024-09-02,51,Delayed,Virgin Atlantic,premium,Virgin Atlantic
Munich,London,Germany,2024-09-02,50,Delayed,British Airways,premium,British Airways
Zurich,London,Switzerland,2024-09-02,40,Delayed,Swiss International Airlines,premium,Swiss International Airlines
Athens,London,Greece,2024-09-02,2,Delayed,Aegean Airlines,premium,Aegean Airlines
Amsterdam,London,Netherlands,2024-09-02,66,Delayed,British Airways,premium,British Airways
Doha,London,Qatar,2024-09-02,-18,Early,Qatar Airways,premium,Qatar Airways
Hamburg,London,Germany,2024-09-02,-1,Early,British Airways,premium,British Airways
Stuttgart,London,Germany,2024-09-02,2,Delayed,Eurowings,budget,Eurowings
Mykonos,London,Greece,2024-09-02,-26,Early,British Airways,premium,British Airways
Madrid,London,Spain,2024-09-02,-5,Early,Iberia,premium,Iberia
Split,London,Croatia,2024-09-02,12,Delayed,British Airways,premium,British Airways
Funchal,London,Portugal,2024-09-02,-17,Early,British Airways,premium,British Airways
Geneva,London,Switzerland,2024-09-02,-15,Early,British Airways,premium,British Airways
Shannon,London,Ireland,2024-09-02,-24,Early,Aer Lingus,premium,Aer Lingus
Toulouse,London,France,2024-09-02,35,Delayed,British Airways,premium,British Airways
Mumbai,London,India,2024-09-02,5,Delayed,British Airways,premium,British Airways
Rome,London,Italy,2024-09-02,-7,Early,British Airways,premium,British Airways
Munich,London,Germany,2024-09-02,127,Delayed,Lufthansa,premium,Lufthansa
Oslo,London,Norway,2024-09-02,0,On Time,British Airways,premium,British Airways
Venice,London,Italy,2024-09-02,36,Delayed,British Airways,premium,British Airways
Geneva,London,Switzerland,2024-09-02,41,Delayed,Swiss International Airlines,premium,Swiss International Airlines
Beijing,London,China,2024-09-02,-52,Early,China Southern,premium,China Southern
Oslo,London,Norway,2024-09-02,-30,Early,SAS - Scandinavian Airlines,premium,Sas - Scandinavian Airlines
Paris,London,France,2024-09-02,-7,Early,Air France,premium,Air France
Paris,London,France,2024-09-02,-24,Early,British Airways,premium,British Airways
Shanghai,London,China,2024-09-02,0,Cancelled,British Airways,premium,British Airways
Dubai,London,United Arab Emirates,2024-09-02,-3,Early,Emirates,premium,Emirates
Frankfurt,London,Germany,2024-09-02,17,Delayed,Lufthansa,premium,Lufthansa
Ibiza,London,Spain,2024-09-02,-7,Early,British Airways,premium,British Airways
Sanya,London,China,2024-09-02,-28,Early,China Eastern,premium,China Eastern
Vienna,London,Austria,2024-09-02,-5,Early,Austrian,premium,Austrian
Abu Dhabi,London,United Arab Emirates,2024-09-02,-31,Early,Etihad Airways,premium,Etihad Airways
